question_id,k,subject,topic,question,gold_letter,gold_option,rag_letter,rag_option,failure_category,retrieval_contains_answer,misleading_document_rank,notes
a1e41d9c-2e03-4195-a5c9-73ee0ac1b8d1,15,Dental,,"Tooth develops from: (Or) Calcified structures of
oral cavity develops from",A,"Ectoderm, mesoderm",B,Ectoderm,model ignored useful context,yes,,"Ranks 1 and 6 show that the enamel organ comes from oral ectoderm while the dental papilla and surrounding mesenchyme form dentin, pulp and supporting structures. Rank 9 also describes odontogenic tissues as epithelial and mesenchymal. The model focused only on ectodermal enamel and ignored the second tissue source; the gold label uses mesoderm where ectomesenchyme is more precise."
8e0eacd3-9755-426d-b1c5-2bff71295f88,15,Surgery,AIIMS 2019,Which of the following scoring system is used for wound infection?,C,Southampton score,B,SIRS score,context supports wrong option,no,4,"The passages discuss surgical wound infection but never mention the Southampton wound grading system. Ranks 4 and 11 instead discuss SIRS criteria in the setting of infection and physiological stress, making the retrieved context point toward the wrong scoring system."
ee31cc18-91fd-4582-a3e8-5311e85521b3,15,Pathology,,Perception of taste even in absence of stimuli is known as,D,Phantoguesia,A,Ageusia,context supports wrong option,no,1,"None of the passages gives the term phantogeusia. Ranks 1-6 repeatedly define and discuss ageusia, while later passages only describe gustatory hallucinations without naming the requested condition. The added option text therefore made the wrong term dominate retrieval."
df493519-1b08-442e-853c-edd9ca4f6f57,15,Pathology,,Acetone free methyl alcohol is present in Leishmann's stain for:,D,It stops metabolic and enzymatic activity of the cell,A,It fixes cells to the slide,ambiguous question / questionable gold label,no,,"None of the 15 passages discusses Leishman stain. More importantly, the dataset explanation itself says methyl alcohol acts as a fixative, which is the RAG answer. Fixation also stops cellular metabolic and enzymatic activity, so choices A and D overlap and treating A as clearly wrong is questionable."
0447b9a2-22ec-449c-8a23-a52c28ac6b34,15,Pathology,AIIMS 2019,Which of the following finding are there in iron deficiency anemia?,A,"| TIBC, | Ferritin, | Transferrin saturation",D,"| TIBC, | Ferritin, | Transferrin saturation",ambiguous question / questionable gold label,yes,,"All four options are stored as exactly the same text in both this review and rag_results.json because the direction symbols were lost. The passages clearly state increased TIBC with decreased ferritin and transferrin saturation, but the model could not map that pattern to a uniquely distinguishable option."
acc7b73e-20f6-40c7-b831-d8b45a8f38fb,15,Pediatrics,,Poor prognostic indicator of ALL is –,D,Hypodiploidy,B,"Leukocyte count < 50,000",model ignored useful context,yes,,"Rank 1 directly states that WBC below 50000 is a low-risk feature and that a hypodiploid DNA index defines very-high-risk ALL. This explicitly supports the gold answer and contradicts the selected option, but the model ignored it."
441684f3-9823-4e41-9066-c572118e3efc,15,Pharmacology,,Lente insulin is composed of:,A,30% Amorphous + 70% Crystalline insulin,B,30% Crystalline + 70% Amorphous insulin,relevant but insufficient retrieval,no,,"The passages discuss lente insulin and several 70/30 insulin mixtures, but none states that lente is 30% amorphous semilente and 70% crystalline ultralente. The retrieved material is related but cannot determine which component has each proportion."
8cced5f0-0647-4f31-9ba7-71bebcfb2255,15,Pharmacology,,Which of the following is caused by Amphotericin B,A,Hypo kalemia,B,Hyperkalemia,model ignored useful context,yes,,"Rank 15 explicitly states that hypokalemia may occur with amphotericin therapy, and rank 11 describes amphotericin nephrotoxicity with tubular electrolyte loss. Although many earlier passages discuss hyperkalemia generally, they do not attribute it to amphotericin, so the model ignored the drug-specific evidence."
31913a50-8459-47c0-b142-7a31df3f16c3,15,Physiology,,find false statement regarding sensory endings,A,Annulospiral wrap the ends,B,Primary ending is annulospiral,relevant but insufficient retrieval,no,,"Rank 1 confirms that group Ia fibers form spiral-shaped primary endings, supporting choices B and C as true. However, none of the passages explains the precise false wording in A or identifies flower-spray endings as secondary, so the context does not fully establish the requested false statement."
88082d18-5e7b-4c2a-81fa-b91139c7276d,15,Dental,,Thickness of luting cement is:,A,20-40 μ,B,10-20 μ,irrelevant retrieval,no,,"None of the 15 passages discusses dental luting cement or its film thickness. The dental passages describe natural cementum and enamel, while the numeric passages concern unrelated measurements, so neither range is supported."
17aac19b-ed5d-4038-9f3a-ec0c7478012e,15,Surgery,,Ameloblastoma histologically resembles:,A,BCC,C,Osteosarcoma,context supports wrong option,no,1,"None of the passages describes ameloblastoma or its resemblance to basal cell carcinoma. Instead, nearly all 15 passages discuss osteosarcoma or other sarcomas because those answer terms were included in the query, strongly biasing the context toward the selected distractor."
5963ab9b-34a2-4d45-acc6-d7688d671080,15,Pathology,,"A lady complains of headache, nausea and tenderness in temporal region with migraine. On microscopic investigation what will be seen",B,Giant cell arteritis,C,Granulomatous giant cell lesions,ambiguous question / questionable gold label,yes,,"Ranks 1-5 and 10-12 identify the disease as giant cell arteritis, while ranks 4, 10 and 12 also describe granulomatous inflammation with giant cells as its microscopic finding. Because the stem specifically asks what is seen microscopically, the RAG answer is a reasonable response and the gold disease name answers a different interpretation."
bd1f87b7-50d6-4060-a9a3-f281c15a1898,15,Dental,,Only tooth in which buccal surface is made of 2 lobes,A,Upper 1st molar,B,Lower 1st molar,relevant but insufficient retrieval,no,,"The passages discuss molars, buccal surfaces and cusp relationships, but none states how many developmental lobes form the buccal surface of any listed molar. The retrieved dental context cannot distinguish the upper first molar from the lower first molar."
6dfdea6c-4c96-49dc-8b65-a57b59d87036,15,Dental,,"Which of the following cry is characterized by loud, high pitched and siren-like wail:",A,Obstinate cry.,C,Hurt cry.,context supports wrong option,no,1,"Rank 1 says pain cries are remarkably loud and have a higher frequency, closely matching loud and high-pitched and therefore supporting hurt cry. None of the passages covers the pediatric-dentistry cry classification or defines obstinate cry, so the context points toward the distractor."
28e47981-c859-48ad-a4b9-14a13c5b3a34,15,Pharmacology,AIIMS 2019,Which of the following is clinical use of tafenoquine?,A,Radical cure of Plasmodium vivax,B,Prophylaxis of malaria in pregnancy,context supports wrong option,no,1,"None of the passages mentions tafenoquine or its single-dose radical cure of relapsing P. vivax. The highest-ranked passages focus on malaria treatment and prophylaxis in pregnancy, while later passages discuss primaquine radical cure, so the retrieved context is pulled toward the pregnancy distractor without supporting tafenoquine itself."
1730e3d6-7a73-4485-bc27-65e8ad61c9bb,15,Radiology,,Intensifying screen is used in extraoral radiograph to:,A,Decrease radiation to patient,B,Increase contrast,relevant but insufficient retrieval,no,,"Rank 1 states the general principle that patient radiation dose should be kept as low as reasonably possible, and several passages discuss radiographs and contrast. However, none explains an intensifying screen or says that it reduces the exposure required for an extraoral radiograph."
418ea8f5-7225-4daa-9fa7-2cf9724b9a8b,15,Dental,,A patient reported with Disto-oclusal amalgam restoration in 47 & complaints of sticking of food in interproximal area. Most common reason is?,D,Contact area too gingivally,C,Contact area too occlusively,relevant but insufficient retrieval,no,,"Several passages discuss amalgam restorations, interproximal caries and oral disease, but none explains how the occlusogingival position of a restored contact causes food impaction. The context cannot distinguish a contact placed too gingivally from one placed too occlusally."
678018c2-3154-4411-937e-0e5d4116739f,15,Biochemistry,,Which of the following does not or permissive euchromatin due to changes occurring at cytosine residues at CpG islands in DNA?,A,Methylation,B,Alkylation,model ignored useful context,yes,,"Ranks 1-5 explicitly identify methylation of cytosine residues at CpG islands and explain its association with chromatin condensation and transcriptional silencing. Alkylation is not supported by the retrieved passages, so the model ignored direct evidence for methylation."
7845514d-6bb2-460f-a203-351dffc13abf,15,Dental,,Most prominent lingual fossa in Incisors is seen in,A,Upper Lateral incisor,B,Lower Lateral Incisor,irrelevant retrieval,no,,"None of the 15 passages compares the lingual fossae of incisors. The retriever matched lingual and fossa separately and returned passages about the tongue, incisive fossa and unrelated anatomical fossae; even the general tooth passage does not address the requested surface feature."
cb6588a7-e4ef-4670-b6aa-7eae297fb443,15,Gynaecology & Obstetrics,,Exact number of weeks between last menstrual period and expected date of delivery :March 2005,C,40 weeks,B,39 weeks,model ignored useful context,yes,,"The passages describe Naegele's rule and explicitly state that pregnancy is approximately 280 days or 40 weeks from the last menstrual period. References to 39 weeks concern full-term classification or timing of elective delivery, not the LMP-to-EDD interval."
1d9fbbc4-e25e-4dc3-bbd5-d0eefd02bd2b,15,Anatomy,,Epidural venous plexus is located in,D,In vertebral canal above duramater,C,In vertebral canal below duramater,model ignored useful context,yes,,"Ranks 6 and 11 directly place the internal vertebral venous plexus in the extradural or epidural space between the dura and vertebral canal. This supports the gold location outside the dura and contradicts the selected below-dura answer."
e05a465a-5c90-4c80-afda-56d0e6070792,15,Dental,,Normally Maxillary first molar has,A,3 roots and 3 canals,C,2 roots and 3 canals,relevant but insufficient retrieval,no,,"Ranks 1-3 state that upper molars normally have three roots, directly contradicting the selected two-root option. However, none of the 15 passages states the normal number of canals, so retrieval cannot fully distinguish three roots and three canals from three roots and four canals."
860f5673-7e87-4a35-ba17-628c738929fa,15,Pharmacology,,Which of the following drug is commonly used in treatment for cancer associated thromboembotismt,A,Low molecular weight heparin,C,Direct Xainhibitors,relevant but insufficient retrieval,no,,"The passages describe LMWH and direct factor Xa inhibitors as treatments for venous thromboembolism, and rank 8 notes malignancy as a risk factor. None states the cancer-specific guideline preference for LMWH, so the retrieved evidence does not resolve the two plausible choices."
d2b006ba-21fa-4ec8-bcda-760d55e8b326,15,Dental,,To prevent sensitivity caused by acid etching and to protect pulp in deep cavities which of the following should be used.,A,Ca(OH)2 liner,D,Varnish,irrelevant retrieval,no,,"None of the 15 passages discusses liners for deep dental cavities, acid-etch sensitivity or calcium hydroxide pulp protection. Rank 9 mentions fluoride varnish for caries prevention, but that is a different use and provides no valid comparison of the answer choices."
4329bad6-ab20-42bc-8cb5-b89601d7bdee,15,Dental,,Gingival massage increases blood supply in:,C,Lamina propria,D,All of the above,relevant but insufficient retrieval,no,,"The passages describe gingival anatomy, blood vessels in connective tissue and the lamina propria, but none discusses gingival massage or explicitly identifies where its increased blood supply occurs. The context is related yet cannot directly establish the gold answer."
44f185f0-7a8e-406c-a33a-b2d7d54e7a25,15,Pharmacology,,Which of the following drug is commonly used for community acquired pneumonia in OPD?,C,Azithromycin,B,Ceftriaxone,model ignored useful context,yes,,"Rank 10 explicitly lists a macrolide such as azithromycin for otherwise healthy outpatients with community-acquired pneumonia. Ranks 7 and 14 place ceftriaxone primarily in inpatient regimens, so the model ignored the setting-specific evidence."
5c578aa4-a6fd-4de5-b0f6-adb926564122,15,Forensic Medicine,,Embalming without issuing death ceificate is punishable under section:,A,IPC 201,B,IPC 297,irrelevant retrieval,no,,"None of the passages discusses embalming or any section of the Indian Penal Code. Rank 1 only mentions completing a death certificate according to local regulations, so the context cannot distinguish IPC 201 from IPC 297."
0b98d76f-ea90-4e4e-9af0-881362b7bae3,15,Pathology,,"Large anterior fontanelles, open sutures, slanting eyes,
decreased sexual development, macroglossia and enamel hypoplasia are seen in:",B,Down's syndrome,C,Treacher Collins syndrome,context supports wrong option,yes,2,"Rank 5 supports Down syndrome by describing patent slowly closing fontanelles and characteristic facial features. However, the higher-ranked passages focus on craniofacial dysostosis and Treacher Collins syndrome, causing distractor-specific context to dominate despite the useful Down-syndrome evidence."
b02a2fb8-3cd5-4043-88fa-ab4ad3092efe,15,Dental,,Inflammation of the periapical tissue is sustained by:,C,Microorganisms,B,Necrotic tissue,context supports wrong option,no,6,"The passages discuss inflammation generally rather than persistent apical periodontitis. Rank 6 explicitly says necrotic tissue elicits inflammation, while several passages also describe microbes as causes of acute inflammation; without the endodontic distinction, the context gives direct support to the selected necrotic-tissue distractor."
c48cca4e-55ef-4a73-b07d-6ac3a3c5c1eb,15,Dental,,"A patient shows one or more of the following: advanced bone loss, grade II and III furcation involvements, tooth mobility, inaccessible areas, systemic/environmental factors represents:",A,Questionable prognosis,B,Poor prognosis,irrelevant retrieval,no,,"None of the 15 passages gives periodontal prognosis criteria or compares questionable with poor prognosis. They concern osteoporosis, bone tumors and prognosis in unrelated diseases, so answer-option words such as bone loss and prognosis produced false matches rather than useful dental evidence."
5948bf46-bda9-45d2-8165-c12f8387e345,15,Biochemistry,,Both ketogenic and glucogenic amino acids as,A,Isoleucine,D,Glycine,model ignored useful context,yes,,"Ranks 1, 2, 5 and 7 explicitly state that isoleucine is both ketogenic and glucogenic, while rank 2 identifies glycine as solely glucogenic. The model selected glycine despite repeated direct evidence for the gold answer."
4127528f-2cc3-44bc-b07e-446577f5018c,15,Pharmacology,,What is the dose of adrenaline in anaphylactic shock?,A,0.5 ml in 1:1000,B,0.5 ml in 1:10000,model ignored useful context,yes,,"Ranks 1, 2 and 9 directly give 0.3-0.5 mL of 1:1000 intramuscular adrenaline for anaphylaxis. Rank 2 also distinguishes this from 1:10000 intravenous adrenaline used only in profound shock. The model chose the wrong dilution despite this clear evidence."
76e1d3a2-90b6-4735-be99-004263456619,15,Dental,,Resistance form of endodontics is:,A,Resists movement of gutta-percha in apical area,B,To allow use of spreader in lateral condensation,relevant but insufficient retrieval,no,,"The passages are broadly about root-canal treatment and dental anatomy but do not define resistance form or explain its purpose at the apex. They therefore do not distinguish resisting gutta-percha movement from allowing spreader use."
a13b245e-56b4-43cd-84fe-1c83ac2badeb,15,Gynaecology & Obstetrics,,All of the following are true about augmentation of labor except:,A,Twin pregnancy precludes the use of oxytocin,B,Amniotomy decreases the need for oxytocin use,relevant but insufficient retrieval,no,,"The passages discuss augmentation with oxytocin and amniotomy but do not address whether twin pregnancy precludes oxytocin. Some passages make amniotomy sound useful without establishing which statement is the exception, so the decisive fact is missing."
476fc39f-b59d-4878-839c-006da1da3f70,15,Gynaecology & Obstetrics,,A woman comes with postdated pregnancy at 42 weeks. The initial evaluation would be:,B,Review of previous menstrual history,D,USG,relevant but insufficient retrieval,no,,"The passages explain that inaccurate menstrual recall can falsely suggest a post-term pregnancy and that early ultrasound is the most accurate dating method. However they do not state that the first step at this presentation is reviewing menstrual history, leaving the required order of evaluation unresolved."
16b0d12a-6521-4f27-a70f-2726a7a3f6a3,15,Pediatrics,,Treatment of choice in childhood thyrotoxicosis :,C,Carbimazole,D,Surgery,context supports wrong option,no,5,"No passage states that carbimazole is the treatment of choice for childhood thyrotoxicosis. Rank 5 explicitly presents surgery as an option for pediatric Graves disease, while rank 11 mentions carbimazole only as preparation for radioiodine treatment. The retrieved context therefore favors the model's wrong choice."
97194c13-bb56-4e06-ac35-79f69cb41bb3,15,Pathology,AIIMS 2018,"Storage temperature of RBC, Platelet, and Fresh Frozen Plasma (FFP) are:",A,"RBC 2-6oC, Platelet 20-22oC, FFP-30oC",C,"RBC 20-22oC, Platelet 2-6oC, FFP-30oC",model ignored useful context,yes,,"Ranks 1 and 2 give the frozen-plasma and room-temperature platelet requirements. Rank 11 directly states that red cells are stored at 1-6 degrees C and platelets at room temperature. Together these passages support option A, but the model reversed the red-cell and platelet temperatures."
376472be-1031-446f-abbd-f35a14669d7f,15,Dental,,"8 year-old child had fractured his maxillary central incisor
10-months ago. The pulp shows no response. There is no periapical lesion in the radiograph. The treatment of choice is:",D,Complete debridement and apexification,C,Conventional root canal treatment,relevant but insufficient retrieval,no,,"The passages discuss removal of necrotic pulp and conventional root-canal treatment but do not address management of a nonvital immature permanent tooth or explain the need for apexification. The age-dependent fact needed to choose option D is absent."
f447d416-8b56-4a22-a6bc-9b3467fc4b1d,15,Dental,,Suture technique is called as:,C,Figure eight suture.,A,Simple loop suture.,ambiguous question / questionable gold label,no,,"The question contains no image or description of the stitch that must be identified. The retrieved passages cannot replace that missing information; rank 13 mentions a figure-eight repair in an unrelated setting but does not identify the unseen technique."
810e4333-a984-4b47-821a-d6dddd1615d7,15,Pediatrics,,All of following are recognized manifestation of acute Rheumatic fever except –a) Abdominal painb)  Epistaxisc)  Choread)  Subcutaneous nodules,D,ab,C,ad,model ignored useful context,yes,,"Ranks 2, 5 and 10 identify chorea and subcutaneous nodules as recognized manifestations of acute rheumatic fever. This rules out the model's pair containing subcutaneous nodules and supports the abdominal-pain plus epistaxis pair, but the model did not use that evidence."
e584f190-0cb1-4ef7-9e2a-e4f0ccc8e01b,15,ENT,AIIMS 2018,Cranial nerve that is not involved in olfaction:-,C,Hypoglossal,D,Trigeminal,relevant but insufficient retrieval,no,,"The passages discuss the glossopharyngeal, vagus and trigeminal nerves and their sensory territories, but none explains which listed nerves contribute to the combined perception of smell and taste. They also do not clearly identify the hypoglossal nerve as purely motor, so the decisive comparison is missing."
1a9cdc6b-3c9c-44a2-95d1-68461bf113fc,15,Physiology,,A politician is shot in the back during a rally at level of T8 veebral immediately after the shot he loses all the sensation below level of lesion. Chance of regeneration of spinal cord due to the fact that injured nerve is not able to regenerate is due to reason all except:,D,Lack of myelin inhibiting substance,B,Lack of growth factors,relevant but insufficient retrieval,no,,"The passages establish that spinal-cord repair is poor and mention experimental growth factors, scarring and peripheral endoneurial tubes. None clearly states that CNS myelin itself inhibits axonal growth, which is the fact needed to recognize the negatively worded exception."
7ee6d817-eee3-42ad-8d49-7237f375f6f3,15,Biochemistry,AIIMS 2018,Biomarker of alcoholic hepatitis:,D,GGT,B,AST,ambiguous question / questionable gold label,no,4,"The sources support AST more directly for alcoholic hepatitis: ranks 1, 8 and 13 describe its typical elevation or AST-to-ALT pattern. Rank 4 says GGT is not specific to alcohol and is elevated in all forms of fatty liver. The gold explanation instead treats GGT as a marker of alcohol use, so the wording and gold label are questionable."
98035f50-53b3-47c8-b340-392237162fb2,15,Dental,,Condensation reaction occurs in,C,Polysulfide,B,Alginate,irrelevant retrieval,no,,"None of the 15 passages discusses setting reactions of dental impression materials or identifies polysulfide as a condensation material. Rank 1 mentions alginate wound dressings and the remaining passages discuss unrelated biochemical condensation reactions, so the dental distinction is entirely absent."
